Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.060801144492131615,... < 100 DM,< 1 year,0.6666666666666667,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.10714285714285715,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,existing credits paid back duly till now,education,0.06289204357873886,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.49999999999999994,bank,own,0.6666666666666667,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.06195664135578298,500 <= ... < 1000 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.0,"car or other, not in attribute 6",0.16071428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.8235294117647058,delay in paying off in the past,radio/television,0.847529437658193,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,1.0,"car or other, not in attribute 6",0.035714285714285754,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,existing credits paid back duly till now,radio/television,0.06839440959612633,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.26785714285714285,none,own,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.5588235294117647,delay in paying off in the past,radio/television,0.22669747991636405,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.125,bank,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,education,0.027511830086937385,... < 100 DM,unemployed,1.0,female : divorced/separated/married,none,0.0,real estate,0.14285714285714285,none,own,0.0,unemployed/ unskilled - non-resident,0.0,none,yes
0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,repairs,0.058215032463959496,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.33928571428571425,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.16176470588235292,existing credits paid back duly till now,education,0.24061846594035435,100 <= ... < 500 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.37499999999999994,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.0880928799383735,... < 100 DM,4 <= ... < 7 years,1.0,male : married/widowed,guarantor,0.3333333333333333,"car or other, not in attribute 6",0.25000000000000006,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),radio/television,0.08968856608341587,... < 100 DM,4 <= ... < 7 years,1.0,male : married/widowed,none,0.0,building society savings agreement/ life insurance,0.23214285714285715,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.47058823529411764,delay in paying off in the past,business,0.425332893144052,unknown/ no savings account,< 1 year,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.14285714285714285,none,rent,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.38235294117647056,no credits taken/ all credits paid back duly,furniture/equipment,0.23841751953339935,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : divorced/separated,guarantor,0.3333333333333333,real estate,0.23214285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,car (new),0.06250687795752173,500 <= ... < 1000 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.125,none,own,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.2941176470588235,existing credits paid back duly till now,car (new),0.03835149114119071,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,unknown / no property,0.33928571428571425,bank,for free,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,education,0.023880268515461652,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.37499999999999994,none,rent,0.0,unskilled - resident,1.0,none,yes
... < 0 DM,0.6470588235294117,existing credits paid back duly till now,education,0.39760096841641906,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.0,unknown / no property,0.5535714285714286,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.09199955981071861,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.32142857142857145,none,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.1129635743369649,... < 100 DM,>= 7 years,1.0,male : single,co-applicant,0.0,real estate,0.46428571428571425,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.47058823529411764,delay in paying off in the past,car (new),0.4311654011224827,100 <= ... < 500 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,"car or other, not in attribute 6",0.41071428571428575,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (used),0.1153295917244415,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.28571428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.14705882352941174,existing credits paid back duly till now,car (new),0.20485308682733577,... < 100 DM,unemployed,0.0,male : single,none,1.0,unknown / no property,0.0535714285714286,none,for free,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.035105095190932106,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.39285714285714285,bank,own,0.0,unskilled - resident,1.0,none,yes
no checking account,0.6470588235294117,existing credits paid back duly till now,radio/television,0.5486959392538792,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.32142857142857145,stores,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.38235294117647056,no credits taken/ all credits paid back duly,business,0.2184989545504567,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,0.0,"car or other, not in attribute 6",0.16071428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),furniture/equipment,0.3362495873225487,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,0.0,unknown / no property,0.39285714285714285,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.1176470588235294,existing credits paid back duly till now,radio/television,0.05760977220204688,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : married/widowed,none,1.0,real estate,0.07142857142857145,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.035765379113018594,unknown/ no savings account,1 <= ... < 4 years,1.0,male : married/widowed,none,0.3333333333333333,"car or other, not in attribute 6",0.07142857142857145,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.25,existing credits paid back duly till now,furniture/equipment,0.10955210740618465,... < 100 DM,>= 7 years,1.0,male : single,none,0.3333333333333333,real estate,0.5535714285714286,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.029411764705882346,delay in paying off in the past,furniture/equipment,0.044018928139099814,... < 100 DM,unemployed,1.0,male : single,none,0.0,building society savings agreement/ life insurance,0.28571428571428575,stores,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.029411764705882346,critical account/ other credits existing (not at this bank),education,0.04385385715857819,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.5535714285714286,none,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),others,0.3336634752943766,... < 100 DM,unemployed,1.0,male : single,co-applicant,0.3333333333333333,unknown / no property,0.14285714285714285,bank,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.38235294117647056,all credits at this bank paid back duly,furniture/equipment,0.1786068009243975,>= 1000 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.26785714285714285,stores,own,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.6470588235294117,all credits at this bank paid back duly,business,0.18482447452404535,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,0.0,real estate,0.14285714285714285,stores,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.25272367117860683,... < 100 DM,>= 7 years,0.6666666666666667,male : single,co-applicant,1.0,building society savings agreement/ life insurance,0.42857142857142855,none,rent,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.38235294117647056,critical account/ other credits existing (not at this bank),radio/television,0.1522504677011115,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.49999999999999994,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),business,0.21398701441619897,100 <= ... < 500 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.14285714285714285,none,own,0.3333333333333333,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.47058823529411764,existing credits paid back duly till now,business,0.30218994167492025,100 <= ... < 500 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.21428571428571425,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
